safe,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
1,39.7139,18.2419,0.119354,672,89.2857,0,0,0,0,0.015875,367,0,1,41,0,-0.385,240,100.494,0,0,1,16.7971
1,37.8967,7.42946,0.103786,660,90.9091,0,0,0,0,0.015875,367,0,1,40,0,-0.385,240,100.494,0,0,1,16.723
1,37.1429,12.1268,0.110273,640,93.75,0,0,0,0,0.015875,367,0,1,41,0,-0.385,240,100.494,0,0,1,16.6507
1,36.2219,7.52026,0.110273,628,95.5414,0,0,0,0,0.015875,367,0,1,40,0,-0.385,240,100.494,0,0,1,16.5864
1,33.7123,10.8131,0.133624,624,96.1538,0,0,0,0,0.015875,367,0,1,41,0,-0.385,240,100.494,0,0,1,16.4233
1,39.0126,7.9542,0.105083,612,98.0392,0.019,182.993,0,0,0.015875,367,0,1,41,0,-0.455,240,100.494,0,0,1,16.8467
1,40.2085,9.59254,0.105083,612,98.0392,0.019,182.993,0,0,0.015875,367,0,1,41,0,-0.455,240,100.494,0,0,1,16.9451
1,41.244,10.7316,0.105083,612,98.0392,0,0,0,0,0.015875,367,0,1,41,0,-0.455,240,100.494,0,0,1,17.0469
1,40.5831,19.5746,0.083029,608,98.6842,0,0,0,0,0.015875,367,0,1,41,0,-0.385,240,100.494,0,0,1,16.9941
1,34.245,11.0098,0.102489,604,99.3377,0,0,0,0,0.015875,367,0,1,42,0,-0.385,240,100.494,0,0,1,16.51
1,38.3157,17.6816,0.102489,604,99.3377,0,0,0,0,0.015875,367,0,1,42,0,-0.455,240,100.494,0,0,1,16.8739
1,40.8385,10.6378,0.153084,616,97.4026,0,0,0,0,0.015875,367,0,1,42,0,-0.455,240,100.494,0,0,1,17.0736
1,35.3726,10.2467,0.110273,632,94.9367,0,0,0,0,0.015875,367,0,1,43,0,-0.385,240,100.494,0,0,1,16.683
1,37.9937,11.917,0.134922,640,93.75,0,0,0,0,0.015875,367,0,1,42,0,-0.455,240,100.494,0,0,1,16.9765
1,30.8168,9.5082,0.12584,656,91.4634,0,0,0,0,0.015875,367,0,1,42,0,-0.385,240,100.494,0,0,1,16.3353
1,30.6829,16.1149,0.12584,656,91.4634,0,0,0,0,0.015875,367,0,1,42,0,-0.385,240,100.494,0,0,1,16.3178
1,30.3028,14.4408,0.12584,656,91.4634,0,0,0,0,0.015875,367,0,1,42,0,-0.385,240,100.494,0,0,1,16.2938
1,28.5465,12.1969,0.11157,668,89.8204,0,0,0,0,0.015875,367,0,1,41,0,-0.385,240,100.494,0,0,1,15.9662
1,43.9792,12.2613,0.106381,624,96.1538,0,0,0,0,0.015875,367,0,1,41,0,-0.385,240,100.494,0,0,1,17.2712
1,41.2261,15.0449,0.098597,660,90.9091,0,0,0,0,0.015875,367,0,1,40,0,-0.385,240,100.494,0,0,1,17.447
1,34.9619,8.51295,0.115462,660,90.9091,0,0,0,0,0.015875,367,0,1,40,0,-0.455,240,100.494,0,0,1,16.9446
1,30.3944,12.1192,0.120651,640,93.75,0,0,0,0,0.015875,367,0,1,40,0,-0.455,255,100.494,0,0,1,16.4861
1,30.0436,10.5422,0.097299,640,93.75,0,0,0,0,0.015875,367,0,1,41,0,-0.455,255,100.494,0,0,1,16.4542
1,44.8617,10.3412,0.101191,592,101.351,0,0,0,0,0.015875,367,0,1,41,24.8,-0.455,240,99.0062,0,0,7,18.0196
1,35.2948,11.836,0.115462,576,104.167,0,0,0,0,0.016001,367,0,1,63,10.4,-0.385,496,475.475,1,0,7,17.4838
1,34.1298,12.3661,0.108975,580,103.448,0,0,0,0,0.016001,367,0,1,67,22.4,-0.455,240,366.012,1,0,7,17.3653
1,35.5153,15.505,0.094705,632,94.9367,0,0,0,0,0.016001,367,0,1,78,11.6,0.07,497,310.494,0,0,1,17.5753
1,37.0368,19.9474,0.115462,628,95.5414,0,0,0,0,0.015875,367,0,1,77,24.4,-0.28,511,70.4813,1,0,1,17.6809
1,34.8659,15.5863,0.115462,632,94.9367,0.424,6.099,0,0,0.015875,367,0,1,72,11.6,-0.455,1023,223.475,1,0,1,17.5038
1,35.3838,14.2365,0.106381,612,98.0392,0,0,0,0,0.015875,367,0,1,69,0,-0.665,766,358.488,1,5.2,1,17.5478
1,36.4629,11.6867,0.108975,624,96.1538,0,0,0,0,0.015938,367,0,1,69,0,-1.435,766,422.975,1,12.8,1,17.6113
1,32.5681,18.5129,0.106381,632,94.9367,0,0,0,0,0.016001,367,0,1,64,0,-0.665,766,142.494,1,21,1,17.3358
1,34.2518,13.0222,0.128435,648,92.5926,0,0,0,0,0.015875,367,0,1,62,0,0,240,7.48125,0,23.6,1,17.4336
1,32.9532,10.8563,0.106381,636,94.3396,0,0,0,0,0.01619,367,0,1,62,0,0,496,7.48125,0,21,2,17.3241
1,32.7069,13.6179,0.105083,668,89.8204,0,0,0,0,0.01619,367,0,1,63,1.6,-0.28,496,3.01875,0,0,2,17.1875
1,30.9781,10.4225,0.114165,680,88.2353,0,0,0,0,0.01619,367,0,1,64,24.4,-0.175,255,1.4875,1,0,2,16.9867
1,30.7218,17.629,0.102489,648,92.5926,0,0,0,0,0.01619,367,0,1,68,28,-0.175,240,3.01875,0,0,2,16.912
1,30.9563,10.9551,0.102489,648,92.5926,0,0,0,0,0.01619,367,0,1,68,28,-0.175,240,3.01875,0,0,2,16.9242
1,31.9667,10.9001,0.108975,680,88.2353,2.033,120.214,0,0,0.016001,367,0,1,80,19.2,-0.175,240,7.48125,0,0,1,16.8774
1,31.9768,12.8238,0.099894,680,88.2353,5.326,194.546,0,0,0.016001,367,0,1,75,18.4,-0.28,240,7.48125,0,0,1,16.6901
1,31.3896,10.8255,0.116759,680,88.2353,5.326,194.546,0,0,0.016001,367,0,1,75,18.4,-0.175,240,7.48125,0,0,1,16.6499
1,36.0846,9.75918,0.120651,696,86.2069,5.326,194.546,0,0,0.016064,367,2,1,71,0,-0.07,496,110.994,0,20.8,1,16.9044
1,37.6377,16.4168,0.146598,696,86.2069,0,0,0,-10,0.0143,412,2,1,80,16.4,1.155,1008,26.9937,0,0,4,17.1769
1,34.2738,13.8986,0.081731,648,92.5926,5.644,140.117,0,12,0.01619,419,2,1,76,0,0.07,240,5.99375,0,17.8,4,16.9286
1,36.9406,18.4711,0.103786,616,97.4026,15.508,60.845,0,0,0.016001,387,0,1,80,23.2,0.945,752,22.4875,0,0,4,17.2424
1,35.3192,14.946,0.116759,616,97.4026,15.508,60.845,0,0,0.014111,386,0,1,80,26,1.365,496,34.5187,0,0,4,17.1441
1,33.0754,10.294,0.099894,640,93.75,17.635,57.903,0,0,0.01052,394,0,1,74,0,0.07,240,9.0125,0,30.4,3,17.0761
1,31.6263,9.6313,0.097299,660,90.9091,17.475,58.837,0,0,0.010709,389,0,1,76,0,-0.07,511,4.50625,1,28.6,3,16.8807
1,31.1701,10.4016,0.11157,656,91.4634,17.475,58.837,0,0,0.010709,387,0,1,77,0,-0.07,1023,3.01875,1,28.6,3,16.8052
1,33.8652,13.9422,0.114165,664,90.3614,9.547,19.077,0,-16,0.016316,367,0,1,82,0,-1.645,255,24.0188,1,16,4,16.6484
0,33.0165,13.8116,0.098597,680,88.2353,0,0,0,-144,0.015497,382,6,0,66,0,-1.54,255,21,1,12.6,4,16.5162
0,33.3712,16.2465,0.116759,672,89.2857,0,0,0,198,0.012599,480,6,0,77,0,-0.455,767,10.5,1,26.3,3,16.9392
0,34.8379,17.0611,0.105083,644,93.1677,0,0,0,24,0.017135,410,0,0,98,0,0,255,0,0,35.4,3,16.9405
0,32.5878,7.98362,0.108975,668,89.8204,0,0,0,-68,0.014363,398,2,0,85,0,0.175,752,4.50625,0,27.6,4,16.7157
0,31.6296,11.7068,0.110273,692,86.7052,13.901,216.028,0,-70,0.017639,402,6,0,97,0,0.07,496,3.01875,0,40.2,4,16.3835
0,31.2514,8.16675,0.07265,704,85.2273,16.102,231.625,0,2,0.015623,393,9,0,100,0,0.07,1008,4.50625,0,38.9,4,16.2099
0,31.2695,11.4529,0.114165,704,85.2273,16.102,231.625,0,-4,0.015749,395,4,0,100,0,0.07,752,4.50625,0,38.9,4,16.1943
0,33.6314,12.0877,0.120651,704,85.2273,16.102,231.625,0,12,0.017009,407,4,0,100,0,0.07,752,4.50625,0,38.9,4,16.2299
0,35.5654,16.1307,0.121949,700,85.7143,21.165,235.241,0,20,0.015497,392,6,0,100,0,0.07,767,4.50625,0,38.9,4,16.3471
0,37.0179,8.0064,0.09211,692,86.7052,21.165,235.241,0,12,0.015371,391,6,0,100,0,0,240,4.50625,0,38.9,4,16.471
0,36.684,13.8871,0.09211,668,89.8204,21.85,234.701,0,6,0.015497,392,6,0,100,0,0.175,240,4.50625,0,38.9,4,16.4631
0,32.4259,18.2448,0.101191,728,82.4176,0,0,0,20,0.016253,397,4,0,100,0,0.455,240,4.50625,0,34.1,4,16.0594
0,36.6889,10.5426,0.105083,684,87.7193,29.851,236.532,0,-18,0.016379,400,4,0,100,0,0,511,3.01875,0,12.3,4,16.4591
0,33.0582,10.1475,0.103786,712,84.2697,32.719,236.557,0,-6,0.015497,395,3,0,100,0,-0.07,255,1.4875,0,3.4,4,16.0577
0,33.7993,10.6004,0.106381,696,86.2069,32.888,237.072,0,12,0.015497,400,4,0,100,0,0.07,255,1.4875,0,0,4,15.9091
0,34.8719,7.99144,0.13103,688,87.2093,32.1,239.256,0,-30,0.016127,400,6,0,100,0,0,1008,3.01875,0,6,4,15.906
0,34.5828,7.50666,0.128435,728,82.4176,0,0,0,-24,0.015749,399,9,0,100,0,0,255,3.01875,0,20.8,4,15.8589
0,35.2411,10.1933,0.103786,676,88.7574,0,0,0,0,0.015623,396,2,0,100,0,0.07,240,3.01875,0,25.6,4,15.8811
0,34.5104,12.0406,0.149192,672,89.2857,0,0,0,-4,0.015119,397,2,0,100,0,0,255,3.01875,0,12.6,4,15.8301
0,34.5701,17.5064,0.149192,672,89.2857,0,0,0,-4,0.015119,397,2,0,100,0,0,255,1.4875,0,13.4,4,15.8239
0,35.0527,11.2322,0.099894,684,87.7193,29.8,245.625,0,-16,0.015245,395,2,0,100,0,0,511,1.4875,0,18.2,4,15.8446
0,34.6835,12.1413,0.121949,692,86.7052,29.483,246.418,0,-48,0.016001,398,8,0,100,15.6,0.07,496,3.01875,0,0,4,15.8201
0,34.8306,7.8367,0.121949,692,86.7052,29.483,246.418,0,-54,0.016064,402,1,0,100,18.8,0.175,496,3.01875,0,0,4,15.8315
0,40.476,16.6767,0.120651,696,86.2069,0,0,0,-22,0.016316,405,7,0,100,19.2,0,255,3.01875,0,0,4,16.325
0,40.4236,16.3676,0.097299,680,88.2353,28.575,247.568,0,-28,0.01556,398,9,0,100,0,0,767,1.4875,0,7.1,4,16.3941
0,36.995,8.20807,0.094705,668,89.8204,0,0,0,-2,0.016001,398,5,0,100,0,0.07,752,4.50625,0,7.1,4,16.2424
0,38.3033,16.3154,0.093407,676,88.7574,30.06,250.333,0,-2,0.015623,396,3,0,100,0,0,767,3.01875,0,23.6,4,16.6099
0,32.6187,16.2348,0.118057,716,83.7989,26.86,252.811,0,8,0.016001,394,4,0,100,0,0.455,496,7.48125,0,0,4,15.9566
0,32.6984,9.52656,0.119354,716,83.7989,26.86,252.811,0,8,0.016001,394,4,0,100,0,0.455,496,7.48125,0,0,4,15.97
0,33.0274,7.22592,0.106381,684,87.7193,0,0,0,16,0.015497,394,5,0,100,0,0.455,1008,5.99375,0,0,4,15.953
0,41.7388,12.8558,0.13103,680,88.2353,26.496,252.222,0,10,0.015119,387,8,0,100,0,0.875,496,7.48125,0,2.6,4,16.6417
0,36.5527,19.3104,0.088218,680,88.2353,0,0,0,0,0.016127,395,9,0,100,0,0.455,752,7.48125,0,34.7,4,16.8057
0,34.7328,9.84334,0.12584,668,89.8204,0,0,0,-6,0.015245,372,3,0,100,0,0.56,752,7.48125,0,36.9,4,16.6675
0,34.4941,11.0382,0.089515,672,89.2857,0,0,0,-8,0.015749,390,2,0,98,0,0.56,752,7.48125,0,41.3,4,16.6409
0,34.1008,18.3986,0.101191,696,86.2069,27.749,246.437,0,10,0.015434,386,8,0,100,0,0.175,1008,5.99375,0,7.6,4,16.423
0,43.6487,16.9837,0.098597,680,88.2353,28.693,241.031,0,6,0.015623,396,9,0,100,0,0.175,752,4.50625,0,11.9,4,17.8176
0,44.8796,10.9659,0.083029,680,88.2353,0,0,0,4,0.015875,394,5,0,100,0,0.385,240,5.99375,0,11.9,4,17.9546
0,31.2259,9.71411,0.127138,696,86.2069,29.535,233.64,0,-30,0.015749,393,7,0,100,0,0.175,1008,4.50625,0,26.3,4,17.0908
0,29.1866,16.1671,0.108975,692,86.7052,28.144,231.036,0,-50,0.015371,388,2,0,100,0,0,240,3.01875,0,25.4,4,16.6735
0,29.993,18.6525,0.097299,664,90.3614,26.259,229.796,0,-36,0.016505,403,9,0,100,0,0.07,240,3.01875,0,0,4,16.5231
0,31.481,14.6252,0.118057,676,88.7574,0,0,0,18,0.015623,396,1,0,100,0,0.07,240,3.01875,0,6.9,4,16.423
0,32.7596,10.4216,0.128435,676,88.7574,0,0,0,-6,0.015497,394,3,0,100,0,-0.07,240,3.01875,0,11.3,4,16.4561
0,40.0505,18.1108,0.105083,696,86.2069,0,0,0,-62,0.015875,389,7,0,100,0,0,767,0,0,26.5,4,16.9711
0,40.1485,11.4504,0.105083,708,84.7458,0,0,0,-60,0.015686,391,6,0,100,0,-0.175,767,0,0,30.8,4,17.0023
0,45.4133,8.48592,0.105083,692,86.7052,29.101,230.574,0,-48,0.016631,398,3,0,100,0,-0.175,767,1.4875,0,24.3,4,17.5191
0,34.1327,11.5087,0.115462,696,86.2069,29.104,230.245,0,-14,0.016127,398,1,0,100,0,0,1023,0,0,11.7,4,16.759
0,33.834,18.4269,0.115462,696,86.2069,29.104,230.245,0,-14,0.016127,398,1,0,100,0,0,1023,0,0,9.9,4,16.7187
0,38.1629,12.4186,0.114165,668,89.8204,0,0,0,-4,0.016379,401,8,0,100,0,0,240,3.01875,0,12.8,4,17.2944
0,41.5624,18.349,0.112867,628,95.5414,0,0,0,36,0.014993,380,8,0,77,0,0,240,1.4875,0,0,4,17.7462
0,33.9207,12.0095,0.09211,608,98.6842,0,0,0,-18,0.01493,378,6,0,93,0,-0.175,1023,0,0,17.8,4,17.1601
0,32.8138,13.1408,0.121949,616,97.4026,0,0,0,-30,0.015875,387,4,0,97,0,0,1008,3.01875,0,19.9,4,17.0456
0,32.4052,11.9236,0.121949,616,97.4026,0,0,0,-30,0.01619,391,4,0,98,0,0,1008,3.01875,0,20.4,4,16.9959
0,33.1638,10.7396,0.101191,612,98.0392,0,0,0,2,0.015749,390,4,0,100,0,0.07,496,3.01875,0,5.6,4,16.9911
0,32.3683,15.8818,0.101191,620,96.7742,0,0,0,-10,0.015749,389,5,0,100,0,0.07,496,3.01875,0,4.3,4,16.9171
0,35.5392,7.73689,0.120651,632,94.9367,0,0,0,-88,0.015434,382,8,0,71,0,-0.07,255,1.4875,0,14.3,4,17.0692
0,32.5383,14.5075,0.119354,660,90.9091,27.663,244.994,0,-8,0.015308,383,0,0,100,0,-0.175,511,1.4875,0,23,4,16.8019
0,32.0139,8.87514,0.119354,660,90.9091,27.663,244.994,0,-8,0.015308,383,0,0,100,0,0,752,1.4875,0,23,4,16.7335
0,30.6966,18.7654,0.119354,636,94.3396,27.104,245.267,0,-16,0.01619,392,4,0,100,0,0,752,1.4875,0,23,4,16.6224
0,31.2939,13.2569,0.102489,640,93.75,0,0,0,-8,0.016757,399,8,0,100,0,0,752,4.50625,0,22.6,4,16.6031
0,31.4776,8.97308,0.096002,656,91.4634,0,0,0,18,0.016001,396,5,0,99,0,0.28,496,3.01875,0,28.6,4,15.9784
0,33.5753,14.9112,0.119354,696,86.2069,31.834,239.534,0,-18,0.015371,388,9,0,100,0,-0.77,255,1.4875,1,11.3,4,16.2695
0,31.3795,10.0382,0.115462,680,88.2353,32.248,239.762,0,22,0.015686,389,0,0,100,0,-0.77,767,1.4875,1,17.8,4,15.7619
0,40.2111,12.6053,0.138814,676,88.7574,0,0,0,8,0.015371,388,0,0,100,0,-0.455,767,1.4875,1,11,4,16.4601
0,32.1784,9.14108,0.116759,712,84.2697,0,0,0,18,0.016505,397,2,0,100,0,-0.455,767,1.4875,1,24.1,4,15.827
0,32.1678,16.1462,0.119354,660,90.9091,0,0,0,52,0.016127,390,2,0,100,0,-0.385,767,0,0,24.5,4,15.7675
0,34.7175,7.4718,0.120651,668,89.8204,31.649,250.795,0,-4,0.015245,384,1,0,100,0,-0.665,767,1.4875,1,19.3,4,15.9194
0,43.8806,10.8741,0.115462,668,89.8204,34.168,246.303,0,-40,0.015371,383,3,0,100,0,-0.175,767,1.4875,1,7.6,4,16.7948
0,32.2012,13.6504,0.132327,744,80.6452,0,0,0,0,0.015371,388,7,0,100,0,-0.175,255,0,0,30.4,4,16.0309
0,30.6177,16.2727,0.093407,712,84.2697,28.119,262.166,0,6,0.016253,397,4,0,100,0,-0.175,1008,1.4875,0,19.5,4,15.7785
0,30.5275,15.9986,0.115462,704,85.2273,0,0,0,14,0.015875,394,3,0,100,0,-0.175,1008,1.4875,0,23,4,15.7372
0,31.0098,9.55055,0.121949,700,85.7143,0,0,0,8,0.016001,391,8,0,100,0,-0.07,255,1.4875,0,24.3,4,15.5885
0,31.453,7.84368,0.114165,672,89.2857,0,0,0,6,0.016631,394,8,0,100,0,-0.28,255,1.4875,0,24.3,4,15.6063
0,33.3307,16.3377,0.11157,676,88.7574,24.795,266.312,0,24,0.016631,394,2,0,100,0,-0.07,496,3.01875,0,15.2,4,15.6477
0,34.0061,9.74319,0.11157,676,88.7574,24.795,266.312,0,40,0.016505,394,7,0,100,0,-0.07,496,3.01875,0,15.2,4,15.6652
0,32.894,11.565,0.138814,692,86.7052,0,0,0,-28,0.015434,379,6,0,100,0,0.385,240,5.99375,0,0,4,15.9724
0,32.1042,12.3798,0.090813,688,87.2093,29.464,266.749,0,-6,0.01619,397,1,0,100,0,0.665,1008,7.48125,0,3.6,4,15.8425
0,36.6248,7.89928,0.099894,676,88.7574,29.341,266.14,0,-8,0.015245,385,2,0,100,0,0.28,1008,5.99375,0,26.3,4,16.1744
0,33.9438,7.74369,0.114165,664,90.3614,28.832,266.765,0,-10,0.016442,392,5,0,100,0,0.28,1008,5.99375,0,27.1,4,15.9794
0,33.2095,18.5529,0.132327,668,89.8204,28.741,265.641,0,18,0.016883,399,2,0,100,0,0.385,240,5.99375,0,27.1,4,15.9024
0,32.6008,19.5199,0.108975,680,88.2353,29.275,261.574,0,-10,0.015497,389,8,0,100,0,0,496,3.01875,0,16.3,4,15.7287
0,32.2993,10.0841,0.081731,668,89.8204,29.372,260.486,0,-32,0.015434,387,6,0,100,0,0,511,3.01875,0,16.3,4,15.681
0,32.4205,10.2334,0.107678,676,88.7574,0,0,0,-12,0.016757,403,3,0,100,0,0,496,3.01875,0,10.8,4,15.5789
0,32.5505,11.8219,0.107678,672,89.2857,0,0,0,-2,0.016946,404,5,0,100,0,0.07,496,3.01875,0,10.8,4,15.5761
0,34.3965,15.8677,0.116759,680,88.2353,0,0,0,-30,0.016064,393,4,0,100,0,0,767,1.4875,0,29.1,4,15.9098
0,32.5886,11.3132,0.103786,704,85.2273,0,0,0,10,0.017072,403,4,0,100,0,0.175,496,4.50625,0,19.9,4,15.807
0,32.2741,10.7483,0.103786,708,84.7458,28.877,252.089,0,22,0.016316,399,1,0,100,0,0,767,3.01875,0,19.9,4,15.7956
0,32.2869,7.42147,0.103786,708,84.7458,28.869,252.072,0,24,0.015623,393,1,0,100,0,0.07,1008,3.01875,0,19.9,4,15.7675
0,34.2736,18.1347,0.098597,704,85.2273,28.869,252.072,0,8,0.015497,390,4,0,100,0,0.175,240,3.01875,0,0,4,15.8821
0,33.0388,8.00861,0.140111,668,89.8204,0,0,0,-20,0.016379,395,3,0,100,0,0,255,1.4875,0,19.1,4,15.6932
0,34.5878,7.75763,0.097299,692,86.7052,32.179,252.27,0,-28,0.015686,388,7,0,100,0,-0.175,1008,1.4875,0,25.2,4,15.745
0,33.6348,10.2365,0.114165,696,86.2069,0,0,0,-6,0.017009,397,2,0,100,0,0.28,752,9.0125,0,27.8,4,15.6621
0,41.4093,8.49867,0.153084,688,87.2093,32.909,252.813,0,20,0.015119,389,0,0,100,0,0.28,240,7.48125,0,29.5,4,16.2397
1,33.7297,13.0184,0.249086,616,97.4026,0,0,1,-12,0.017513,358,2,1,63,0,-0.07,255,3.01875,0,16.3,4,15.364
1,42.5442,15.2735,0.31525,568,105.634,0,0,1,20,0.017576,334,2,1,63,0,0,240,4.50625,0,16.7,4,16.0302
1,40.4456,14.9485,0.297087,556,107.914,0,0,1,16,0.017135,323,2,1,63,0,0.07,752,4.50625,0,15.4,4,15.8838
1,38.118,10.9058,0.303574,640,93.75,0,0,1,0,0.01682,319,2,1,63,0,0,496,3.01875,0,4.9,4,15.6741
1,36.5353,10.6912,0.289303,660,90.9091,0,0,1,6,0.016127,321,2,1,59,0,0,1008,4.50625,0,13.2,4,15.6761
1,35.9012,13.1809,0.281519,660,90.9091,0,0,1,6,0.016127,321,2,1,59,0,0,1008,4.50625,0,17.1,4,15.6213
1,31.8777,14.0592,0.281519,644,93.1677,0,0,1,-8,0.016064,318,2,1,59,0,0,1008,3.01875,0,18.9,4,15.3248
1,31.7368,14.7665,0.275033,572,104.895,0,0,1,8,0.015875,319,2,1,59,0,0,1008,4.50625,0,29.9,4,15.2331
1,32.9934,11.1714,0.277627,600,100,0,0,1,-12,0.016127,328,2,1,59,0,0,752,3.01875,0,7.1,4,15.1708
1,34.081,14.9325,0.277627,600,100,0,0,1,-12,0.016127,328,2,1,59,0,0,752,3.01875,0,16.7,4,15.2283
1,42.0234,10.7553,0.280222,632,94.9367,0,0,1,-2,0.015623,322,2,1,57,0,0.175,496,5.99375,0,14.5,4,15.9008
1,35.6422,14.3719,0.241302,568,105.634,0,0,1,-4,0.015686,319,2,1,58,0,-0.07,1023,1.4875,0,27.1,4,15.4882
1,31.099,14.237,0.300979,1088,55.1471,0,0,1,-6,0.01556,326,2,1,58,0,-0.28,511,0,0,27.6,4,15.1612
1,32.3559,12.6191,0.29579,668,89.8204,0,0,1,-2,0.015497,327,2,1,58,0,-0.07,511,4.50625,0,19.9,4,15.2009
0,33.647,11.2013,0.298385,648,92.5926,0,0,1,-8,0.015875,321,2,1,61,0,0.07,240,4.50625,0,23.9,4,15.3454
0,34.1625,10.9915,0.291898,648,92.5926,0,0,1,-8,0.015875,321,2,1,61,0,0,255,4.50625,0,23.9,4,15.384
1,33.3338,13.4142,0.291898,632,94.9367,0,0,1,-12,0.015686,260,0,1,61,0,0,255,4.50625,0,23.4,4,15.2937
0,32.2031,16.4855,0.278925,692,86.7052,0,0,1,4,0.015686,327,2,1,62,0,0.07,240,4.50625,0,13.4,4,15.1108
1,35.7509,14.3093,0.317845,656,91.4634,0,0,1,12,0.016253,315,2,1,64,0,0.175,240,5.99375,0,12.3,4,15.1364
1,34.7995,10.7611,0.289303,700,85.7143,0,0,1,12,0.01619,311,2,1,64,0,-0.175,511,3.01875,0,6,4,15.1082
1,34.7829,11.6089,0.289303,700,85.7143,0,0,1,12,0.01619,311,2,1,64,0,-0.175,767,3.01875,0,7.3,4,15.1216
1,43.0249,7.40975,0.277627,640,93.75,0,0,1,2,0.016001,316,2,1,65,0,0.28,240,4.50625,0,13,4,15.6915
1,42.5558,13.6444,0.289303,640,93.75,0,0,1,2,0.016001,316,2,1,65,0,0.07,240,4.50625,0,13,4,15.6894
1,32.0892,9.48714,0.275033,592,101.351,0,0,1,-12,0.015749,326,2,1,64,0,0,1008,3.01875,0,23.4,4,14.8179
1,33.5471,9.47371,0.26206,688,87.2093,0,0,1,-52,0.015623,325,1,1,65,0,0,1008,3.01875,0,20.8,4,14.8917
1,36.2756,16.0217,0.268546,660,90.9091,0,0,1,-52,0.015623,319,1,1,65,0,0,1008,3.01875,0,20.4,4,15.0559
0,34.1999,10.0852,0.254276,588,102.041,0,0,1,16,0.016253,315,1,1,66,0,0.175,1008,5.99375,0,17.8,4,14.8792
1,33.5014,7.68438,0.249086,688,87.2093,0,0,1,6,0.015938,311,1,1,59,0,-0.28,1023,4.50625,0,0,4,14.9388
1,32.7606,12.7674,0.249086,652,92.0245,0,0,1,6,0.015938,311,1,1,59,0,0.385,240,4.50625,0,1.9,4,14.8807
1,33.0839,12.2938,0.307466,652,92.0245,0,0,1,12,0.016631,305,1,1,61,0,0,240,3.01875,0,22.8,4,14.8577
0,32.4911,7.48064,0.099894,672,89.2857,0,0,0,-12,0.016694,392,4,0,100,0,0.56,496,7.48125,0,25.6,4,15.4568
0,43.9006,12.8757,0.151787,660,90.9091,0,0,0,-4,0.014993,378,6,0,100,0,0.07,240,3.01875,0,19.3,4,16.3417
0,31.358,11.2142,0.107678,668,89.8204,29.889,236.484,0,22,0.015497,393,5,0,100,0,0.07,1023,4.50625,0,27.1,4,15.512
0,31.5918,11.2712,0.154382,664,90.3614,29.4,233.386,0,-10,0.015623,391,9,0,100,0,0.07,1023,3.01875,0,27.1,4,15.4677
0,33.7699,10.2502,0.099894,672,89.2857,28.752,233.294,0,24,0.016442,396,2,0,100,0,0,240,3.01875,0,21,4,15.412
0,34.7271,11.4781,0.110273,684,87.7193,0,0,0,34,0.015812,394,6,0,100,0,0.175,240,3.01875,0,12.3,4,15.4401
0,36.5254,9.46807,0.075245,688,87.2093,28.466,232.961,0,-32,0.015308,389,0,0,100,0,0,240,3.01875,0,0,4,15.6028
0,36.8005,9.46654,0.075245,708,84.7458,28.466,232.961,0,-44,0.015497,397,2,0,100,0,-0.175,511,0,0,0,4,15.651
0,36.9027,19.1074,0.097299,700,85.7143,28.466,232.961,0,-46,0.01556,399,3,0,100,0,0,240,1.4875,0,0,4,15.6737
0,34.779,10.6636,0.097299,692,86.7052,28.338,233.139,0,-12,0.016568,401,8,0,100,0,0,752,3.01875,0,6.5,4,15.5466
0,41.3802,10.0018,0.106381,672,89.2857,28.609,233.294,0,30,0.01619,400,9,0,100,0,0.175,1008,3.01875,0,0,4,16.0287
0,46.6543,7.35311,0.118057,664,90.3614,28.609,233.294,0,40,0.016064,397,9,0,100,0,0.07,1008,3.01875,0,0,4,16.5107
0,51.704,16.6036,0.11157,668,89.8204,29.149,233.141,0,38,0.015938,395,1,0,100,0,0,1008,3.01875,0,13.6,4,16.989
0,36.2779,8.52503,0.112867,724,82.8729,30.55,232.937,0,22,0.016001,394,0,0,100,0,0,1023,3.01875,0,27.8,4,16.0778
0,43.2294,10.8678,0.097299,668,89.8204,0,0,0,18,0.016757,403,7,0,100,0,0.28,496,4.50625,0,0,4,16.7144
0,32.6488,9.13411,0.110273,688,87.2093,28.229,233.263,0,16,0.016316,398,5,0,100,0,0,255,3.01875,0,23.9,4,16.0967
0,36.4748,11.0209,0.106381,660,90.9091,28,232.871,0,36,0.016253,398,3,0,100,0,0.175,752,4.50625,0,25.6,4,16.3582
0,44.9021,8.96135,0.116759,700,85.7143,28.577,233.284,0,0,0.015497,388,8,0,100,0,0.28,240,4.50625,0,0,4,17.2512
0,41.9368,10.2508,0.110273,692,86.7052,30.118,236.197,0,-210,0.015875,380,1,0,87,0,-0.07,752,3.01875,0,23,4,17.3402
0,30.8007,19.2669,0.088218,688,87.2093,26.853,233.474,0,-18,0.014993,392,0,0,97,0,-0.945,1023,3.01875,1,1.9,4,16.3651
0,40.7531,11.5997,0.123246,684,87.7193,27.45,232.79,0,-6,0.016253,397,6,0,100,0,-0.77,767,3.01875,1,0,4,17.1547
0,33.4428,11.5682,0.115462,696,86.2069,0,0,0,-24,0.015938,394,5,0,100,0,-0.665,767,1.4875,1,42.8,4,16.5197
