Cust_id,Age,Account_balance,Personal_loan_ind,Home_loan_ind,Prime_Customer_ind,Overall_Satisfaction
CX01-10403,45,40433,0,1,1,Satisfied
CX01-10404,29,30970,0,0,1,Satisfied
CX01-10405,39,32945,0,0,1,Dis Satisfied
CX01-10406,39,17984,1,0,0,Dis Satisfied
CX01-10407,65,9976,1,1,0,Dis Satisfied
CX01-10408,26,62868,0,0,1,Satisfied
CX01-10409,39,64183,0,0,1,Satisfied
CX01-1041,67,15969,0,0,0,Dis Satisfied
CX01-10410,64,24973,1,0,1,Dis Satisfied
CX01-10411,43,48078,0,0,0,Satisfied
CX01-10412,38,23097,1,0,1,Dis Satisfied
CX01-10413,44,18093,1,0,0,Dis Satisfied
CX01-10414,36,12017,1,0,0,Dis Satisfied
CX01-10415,45,81856,0,0,1,Satisfied
CX01-10416,54,23921,1,0,0,Dis Satisfied
CX01-10417,57,9085,0,0,0,Dis Satisfied
CX01-10418,45,38009,0,0,0,Dis Satisfied
CX01-10419,40,53070,1,1,0,Satisfied
CX01-1042,39,48542,1,1,1,Satisfied
CX01-10420,38,58154,0,1,1,Satisfied
CX01-10421,51,8074,1,1,0,Dis Satisfied
CX01-10422,62,27941,0,0,1,Dis Satisfied
CX01-10423,44,61367,0,1,1,Satisfied
CX01-10424,64,18911,1,0,0,Dis Satisfied
CX01-10425,69,29078,1,0,0,Dis Satisfied
CX01-10426,43,12096,1,0,1,Dis Satisfied
CX01-10427,35,71747,0,0,1,Satisfied
CX01-10428,34,55589,0,1,1,Satisfied
CX01-10429,33,11925,0,0,0,Dis Satisfied
CX01-1043,73,19976,0,0,0,Dis Satisfied
CX01-10430,34,61513,0,0,1,Satisfied
CX01-10431,43,73014,1,1,1,Satisfied
CX01-10432,27,61836,1,1,1,Satisfied
CX01-10433,23,54399,0,0,0,Satisfied
CX01-10434,29,64757,0,1,0,Satisfied
CX01-10435,48,29991,1,1,1,Satisfied
CX01-10436,59,26050,1,0,1,Dis Satisfied
CX01-10437,24,39049,0,1,1,Satisfied
CX01-10438,40,37038,0,0,1,Satisfied
CX01-10439,62,27026,0,1,0,Dis Satisfied
CX01-1044,37,49491,0,1,1,Satisfied
CX01-10440,71,29070,1,0,0,Dis Satisfied
CX01-10441,72,26921,1,0,0,Dis Satisfied
CX01-10442,22,94550,1,1,1,Satisfied
CX01-10443,34,30984,0,0,1,Satisfied
CX01-10444,39,23109,1,1,0,Dis Satisfied
CX01-10445,48,12936,0,1,1,Dis Satisfied
CX01-10446,41,51646,1,0,1,Satisfied
CX01-10447,33,31948,0,1,1,Satisfied
CX01-10448,36,21097,1,1,1,Dis Satisfied
CX01-10449,59,38104,1,0,0,Dis Satisfied
CX01-1045,26,29953,1,1,1,Satisfied
CX01-10450,65,45006,0,0,0,Dis Satisfied
CX01-10451,42,86906,1,1,1,Satisfied
CX01-10452,25,68586,1,1,1,Satisfied
CX01-10453,42,88546,1,1,1,Satisfied
CX01-10454,57,36366,0,1,0,Dis Satisfied
CX01-10455,36,101724,1,1,1,Satisfied
CX01-10456,36,74601,0,0,0,Satisfied
CX01-10457,45,78818,0,0,1,Satisfied
CX01-10458,46,34697,0,0,1,Satisfied
CX01-10459,54,18941,1,0,0,Dis Satisfied
CX01-1046,48,31040,1,0,1,Satisfied
CX01-10460,36,57795,0,0,1,Satisfied
CX01-10461,70,12924,0,0,1,Dis Satisfied
CX01-10462,32,104508,0,0,0,Satisfied
CX01-10463,24,73922,0,0,1,Satisfied
CX01-10464,23,39078,0,0,1,Satisfied
CX01-10465,46,22021,0,1,0,Dis Satisfied
CX01-10466,63,29950,0,1,0,Dis Satisfied
CX01-10467,71,22094,1,0,0,Dis Satisfied
CX01-10468,42,35977,0,0,1,Dis Satisfied
CX01-10469,27,32067,1,0,0,Satisfied
CX01-1047,37,29100,1,1,0,Dis Satisfied
CX01-10470,42,37112,1,1,0,Dis Satisfied
CX01-10471,65,37970,1,1,0,Dis Satisfied
CX01-10472,35,53602,0,1,0,Satisfied
CX01-10473,52,11969,1,0,0,Dis Satisfied
CX01-10474,28,49577,1,0,1,Satisfied
CX01-10475,20,80176,0,1,1,Satisfied
CX01-10476,48,81156,1,0,1,Satisfied
CX01-10477,28,45231,1,1,1,Satisfied
CX01-10478,72,8003,0,1,0,Dis Satisfied
CX01-10479,45,88116,1,1,1,Satisfied
CX01-1048,46,36964,1,0,0,Satisfied
CX01-10480,41,104094,0,0,1,Satisfied
CX01-10481,51,20030,0,1,0,Dis Satisfied
CX01-10482,48,19084,0,1,0,Dis Satisfied
CX01-10483,41,93887,1,0,0,Satisfied
CX01-10484,41,35081,0,1,0,Dis Satisfied
CX01-10485,36,96718,0,1,0,Satisfied
CX01-10486,33,30041,0,1,1,Satisfied
CX01-10487,41,25974,0,0,0,Dis Satisfied
CX01-10488,46,24055,0,1,1,Dis Satisfied
CX01-10489,43,96817,1,0,1,Satisfied
CX01-1049,36,20947,1,0,0,Dis Satisfied
CX01-10490,51,12040,0,0,0,Dis Satisfied
CX01-10491,40,69571,1,0,1,Satisfied
CX01-10492,48,34891,0,1,1,Satisfied
CX01-10493,40,28065,0,1,1,Dis Satisfied
CX01-10494,44,88317,0,0,1,Satisfied
CX01-10495,32,36663,0,0,1,Satisfied
CX01-10496,37,5971,1,0,1,Dis Satisfied
CX01-10497,36,96851,1,1,1,Satisfied
CX01-10498,64,15023,1,1,0,Dis Satisfied
CX01-10499,23,69374,0,0,1,Satisfied
CX01-105,20,97149,1,0,0,Satisfied
CX01-1050,34,20101,0,1,0,Dis Satisfied
CX01-10500,38,18971,1,1,0,Dis Satisfied
CX01-10501,62,28933,0,0,0,Dis Satisfied
CX01-10502,59,24923,0,1,0,Dis Satisfied
CX01-10503,54,33069,0,1,0,Dis Satisfied
CX01-10504,32,26962,1,0,0,Dis Satisfied
CX01-10505,68,35594,0,1,0,Dis Satisfied
CX01-10506,22,37107,1,0,1,Satisfied
CX01-10507,35,51280,0,1,1,Satisfied
CX01-10508,34,59150,1,0,1,Satisfied
CX01-10509,70,35600,0,1,0,Dis Satisfied
CX01-1051,71,10963,1,0,0,Dis Satisfied
CX01-10510,59,10026,1,1,0,Dis Satisfied
CX01-10511,23,63962,1,0,1,Satisfied
CX01-10512,39,96378,1,0,1,Satisfied
CX01-10513,21,40728,0,0,1,Satisfied
CX01-10514,47,60296,0,1,1,Satisfied
CX01-10515,45,34985,1,0,1,Dis Satisfied
CX01-10516,48,90618,0,1,0,Satisfied
CX01-10517,26,46308,1,1,1,Satisfied
CX01-10518,42,22936,0,1,1,Dis Satisfied
CX01-10519,26,54233,1,1,1,Satisfied
CX01-1052,65,22995,1,1,1,Dis Satisfied
CX01-10520,57,6051,0,0,1,Dis Satisfied
CX01-10521,48,78694,1,1,1,Satisfied
CX01-10522,20,73839,0,0,1,Satisfied
CX01-10523,30,89919,1,0,1,Satisfied
CX01-10524,38,62802,1,1,0,Satisfied
CX01-10525,57,31973,0,1,0,Dis Satisfied
CX01-10526,44,85568,1,1,1,Satisfied
CX01-10527,43,92488,1,1,1,Satisfied
CX01-10528,40,45035,0,1,1,Satisfied
CX01-10529,63,4947,0,1,0,Dis Satisfied
CX01-1053,22,85824,1,1,1,Satisfied
CX01-10530,41,28960,0,1,1,Dis Satisfied
CX01-10531,34,57664,0,1,0,Satisfied
CX01-10532,58,33941,0,1,1,Dis Satisfied
CX01-10533,40,22943,0,0,0,Dis Satisfied
CX01-10534,31,61878,1,1,1,Satisfied
CX01-10535,41,9090,1,0,0,Dis Satisfied
CX01-10536,26,56272,0,1,1,Satisfied
CX01-10537,61,6991,1,1,1,Dis Satisfied
CX01-10538,20,85095,1,1,1,Satisfied
CX01-10539,49,22023,0,0,1,Dis Satisfied
CX01-1054,37,84542,1,1,1,Satisfied
CX01-10540,69,33997,0,0,0,Dis Satisfied
CX01-10541,54,11952,1,0,1,Dis Satisfied
CX01-10542,47,61043,1,1,0,Satisfied
CX01-10543,22,52654,1,0,1,Satisfied
CX01-10544,47,48711,1,1,0,Satisfied
CX01-10545,36,95963,1,0,1,Satisfied
CX01-10546,71,12954,1,0,0,Dis Satisfied
CX01-10547,45,7952,1,0,1,Dis Satisfied
CX01-10548,23,70191,0,1,1,Satisfied
CX01-10549,63,15105,0,0,0,Dis Satisfied
CX01-1055,40,77164,1,0,0,Satisfied
CX01-10550,26,51330,1,0,1,Satisfied
CX01-10551,34,14909,0,1,0,Dis Satisfied
CX01-10552,31,36083,1,0,1,Satisfied
CX01-10553,28,46519,1,0,1,Satisfied
CX01-10554,28,94391,1,1,1,Satisfied
CX01-10555,43,37955,1,0,0,Dis Satisfied
CX01-10556,48,8090,0,0,0,Dis Satisfied
CX01-10557,50,37063,1,1,0,Dis Satisfied
CX01-10558,41,39337,1,0,1,Satisfied
CX01-10559,40,8992,0,1,1,Dis Satisfied
CX01-1056,46,72328,0,1,1,Satisfied
CX01-10560,33,35976,0,1,0,Satisfied
CX01-10561,67,30052,1,0,1,Dis Satisfied
CX01-10562,25,73599,0,0,1,Satisfied
CX01-10563,30,54480,1,0,0,Satisfied
CX01-10564,69,18954,1,0,1,Dis Satisfied
CX01-10565,45,36990,0,0,1,Satisfied
CX01-10566,36,11916,0,0,0,Dis Satisfied
CX01-10567,68,33056,0,1,0,Dis Satisfied
CX01-10568,61,15920,1,1,0,Dis Satisfied
CX01-10569,41,90210,0,0,1,Satisfied
CX01-1057,39,31945,1,1,1,Satisfied
CX01-10570,36,53094,1,1,0,Satisfied
CX01-10571,69,6029,0,1,0,Dis Satisfied
CX01-10572,70,23971,1,1,1,Dis Satisfied
CX01-10573,33,16107,1,0,0,Dis Satisfied
CX01-10574,41,11070,1,0,1,Dis Satisfied
CX01-10575,26,33106,1,1,1,Satisfied
CX01-10576,25,72529,1,1,0,Satisfied
CX01-10577,71,12999,1,0,0,Dis Satisfied
CX01-10578,39,13038,0,0,0,Dis Satisfied
CX01-10579,62,9913,0,0,1,Dis Satisfied
CX01-1058,33,86909,0,0,0,Satisfied
CX01-10580,47,26029,1,1,0,Dis Satisfied
CX01-10581,45,19970,0,1,1,Dis Satisfied
CX01-10582,20,84830,0,1,1,Satisfied
CX01-10583,48,49995,0,0,1,Satisfied
CX01-10584,48,32961,1,1,0,Dis Satisfied
CX01-10585,72,27094,0,0,0,Dis Satisfied
CX01-10586,68,15094,1,1,0,Dis Satisfied
CX01-10587,36,53393,0,1,1,Satisfied
CX01-10588,36,91012,1,1,1,Satisfied
CX01-10589,48,18084,0,1,1,Dis Satisfied
CX01-1059,59,5908,0,0,0,Dis Satisfied
CX01-10590,42,86945,1,1,1,Satisfied
CX01-10591,42,22915,0,0,0,Dis Satisfied
CX01-10592,21,88860,0,1,1,Satisfied
CX01-10593,41,105598,0,0,1,Satisfied
CX01-10594,30,70464,0,1,0,Satisfied
CX01-10595,26,34083,1,0,1,Satisfied
CX01-10596,52,36037,0,0,0,Dis Satisfied
CX01-10597,42,26114,0,0,1,Dis Satisfied
CX01-10598,23,90785,0,1,1,Satisfied
CX01-10599,23,71236,1,0,1,Satisfied
CX01-106,37,21934,0,0,0,Dis Satisfied
CX01-1060,41,89416,0,0,1,Satisfied
CX01-10600,40,4912,1,0,0,Dis Satisfied
CX01-10601,27,86855,1,0,1,Satisfied
CX01-10602,30,36010,1,1,0,Satisfied
CX01-10603,33,26976,0,1,0,Dis Satisfied
CX01-10604,48,46753,0,1,1,Dis Satisfied
CX01-10605,62,26027,0,0,0,Dis Satisfied
CX01-10606,34,48780,0,0,1,Satisfied
CX01-10607,67,29927,0,1,1,Dis Satisfied
CX01-10608,23,86647,0,1,1,Satisfied
CX01-10609,63,6963,1,0,0,Dis Satisfied
CX01-1061,35,47732,1,0,0,Satisfied
CX01-10610,67,15005,1,1,1,Dis Satisfied
CX01-10611,34,27057,0,1,1,Dis Satisfied
CX01-10612,41,87627,1,0,0,Satisfied
CX01-10613,37,45176,1,1,1,Satisfied
CX01-10614,27,81597,1,0,1,Satisfied
CX01-10615,47,34792,1,0,1,Satisfied
CX01-10616,41,21922,1,0,0,Dis Satisfied
CX01-10617,41,13095,0,0,0,Dis Satisfied
CX01-10618,40,35100,1,0,1,Satisfied
CX01-10619,46,47389,0,1,1,Satisfied
CX01-1062,46,75565,1,1,1,Satisfied
CX01-10620,38,35958,1,1,1,Dis Satisfied
CX01-10621,56,26042,0,1,0,Dis Satisfied
CX01-10622,32,18014,1,1,0,Dis Satisfied
CX01-10623,22,58191,1,1,0,Satisfied
CX01-10624,72,26947,0,0,1,Dis Satisfied
CX01-10625,24,97736,1,1,1,Satisfied
CX01-10626,28,63673,1,1,1,Satisfied
CX01-10627,52,20051,0,0,1,Dis Satisfied
CX01-10628,34,30008,0,0,0,Dis Satisfied
CX01-10629,44,36997,0,0,1,Dis Satisfied
CX01-1063,49,34106,1,1,0,Satisfied
CX01-10630,50,38028,1,1,1,Dis Satisfied
CX01-10631,50,34996,1,0,0,Dis Satisfied
CX01-10632,65,30947,0,1,1,Dis Satisfied
CX01-10633,42,13995,0,0,0,Dis Satisfied
CX01-10634,37,59821,0,1,1,Satisfied
CX01-10635,47,32052,0,0,0,Dis Satisfied
CX01-10636,33,8920,1,0,1,Dis Satisfied
CX01-10637,68,34084,1,0,1,Dis Satisfied
CX01-10638,49,80912,1,0,1,Satisfied
CX01-10639,33,79086,1,1,0,Satisfied
CX01-1064,70,21062,0,0,0,Dis Satisfied
CX01-10640,36,15947,1,0,0,Dis Satisfied
CX01-10641,42,33952,1,0,1,Dis Satisfied
CX01-10642,42,25032,1,1,0,Dis Satisfied
CX01-10643,40,98209,0,0,1,Satisfied
CX01-10644,32,33047,1,0,1,Satisfied
CX01-10645,36,59948,0,1,0,Satisfied
CX01-10646,33,64242,0,0,1,Satisfied
CX01-10647,39,34028,1,1,1,Dis Satisfied
CX01-10648,43,18912,0,1,0,Dis Satisfied
CX01-10649,40,68054,1,1,1,Satisfied
CX01-1065,72,13050,1,1,1,Dis Satisfied
CX01-10650,23,75823,1,1,0,Satisfied
CX01-10651,42,102515,0,1,0,Satisfied
CX01-10652,42,46854,1,0,0,Satisfied
CX01-10653,46,93607,0,0,0,Satisfied
CX01-10654,39,48642,0,1,1,Satisfied
CX01-10655,43,70275,0,0,1,Satisfied
CX01-10656,22,79763,0,1,1,Satisfied
CX01-10657,34,60344,0,1,1,Satisfied
CX01-10658,56,35033,0,1,1,Dis Satisfied
CX01-10659,34,45985,1,0,1,Satisfied
CX01-1066,36,59522,0,1,1,Satisfied
CX01-10660,38,27937,1,1,0,Dis Satisfied
CX01-10661,24,46163,0,0,0,Satisfied
CX01-10662,43,38954,1,1,0,Dis Satisfied
CX01-10663,60,14935,1,0,0,Dis Satisfied
CX01-10664,35,33116,0,0,1,Dis Satisfied
CX01-10665,27,32991,1,0,1,Satisfied
CX01-10666,40,57499,0,0,0,Satisfied
CX01-10667,20,36990,0,1,1,Satisfied
CX01-10668,55,22014,1,0,0,Dis Satisfied
CX01-10669,22,69005,0,0,1,Satisfied
CX01-1067,59,19922,1,0,1,Dis Satisfied
CX01-10670,28,94188,0,0,0,Satisfied
CX01-10671,58,32324,1,0,0,Dis Satisfied
CX01-10672,46,9077,0,0,0,Dis Satisfied
CX01-10673,59,23015,0,1,0,Dis Satisfied
CX01-10674,27,31025,0,0,1,Satisfied
CX01-10675,57,28103,0,1,1,Dis Satisfied
CX01-10676,49,17962,1,0,1,Dis Satisfied
CX01-10677,44,6082,1,1,1,Dis Satisfied
CX01-10678,36,41358,1,1,1,Satisfied
CX01-10679,61,10031,1,0,1,Dis Satisfied
CX01-1068,38,30957,0,1,0,Dis Satisfied
CX01-10680,22,86487,0,1,1,Satisfied
CX01-10681,46,18927,0,1,1,Dis Satisfied
CX01-10682,46,74220,0,1,1,Satisfied
CX01-10683,52,16053,0,1,0,Dis Satisfied
CX01-10684,35,66245,1,0,1,Satisfied
CX01-10685,44,66975,1,1,1,Satisfied
CX01-10686,63,4956,0,0,0,Dis Satisfied
CX01-10687,43,54801,1,1,1,Satisfied
CX01-10688,50,5998,1,1,0,Dis Satisfied
CX01-10689,54,25101,1,1,0,Dis Satisfied
CX01-1069,26,78309,0,0,1,Satisfied
CX01-10690,59,12038,1,0,1,Dis Satisfied
CX01-10691,31,45930,1,1,1,Satisfied
CX01-10692,31,92682,0,0,1,Satisfied
CX01-10693,39,42521,0,0,1,Satisfied
CX01-10694,33,51400,1,0,1,Satisfied
CX01-10695,60,27055,0,0,1,Dis Satisfied
CX01-10696,30,91627,1,1,1,Satisfied
CX01-10697,73,18012,0,1,0,Dis Satisfied
CX01-10698,28,46532,1,0,1,Satisfied
CX01-10699,25,69990,1,1,1,Satisfied
CX01-107,55,21076,0,1,0,Dis Satisfied
CX01-1070,60,9084,0,0,0,Dis Satisfied
CX01-10700,57,29945,0,1,0,Dis Satisfied
CX01-10701,45,21980,0,1,1,Dis Satisfied
CX01-10702,35,101532,1,1,1,Satisfied
CX01-10703,48,90931,1,1,1,Satisfied
CX01-10704,68,20935,1,1,0,Dis Satisfied
CX01-10705,39,60846,0,1,1,Satisfied
CX01-10706,41,32976,0,0,0,Dis Satisfied
CX01-10707,24,70834,0,0,1,Satisfied
CX01-10708,40,37035,1,1,0,Satisfied
CX01-10709,62,6047,0,0,0,Dis Satisfied
CX01-1071,42,12023,0,0,1,Dis Satisfied
CX01-10710,39,31995,0,0,1,Dis Satisfied
CX01-10711,21,50115,1,1,1,Satisfied
CX01-10712,53,38013,1,1,0,Dis Satisfied
CX01-10713,66,6944,0,0,0,Dis Satisfied
CX01-10714,58,39116,1,0,0,Dis Satisfied
CX01-10715,51,27079,0,1,0,Dis Satisfied
CX01-10716,45,6096,0,0,1,Dis Satisfied
CX01-10717,28,35875,0,1,1,Satisfied
CX01-10718,54,30936,1,0,1,Dis Satisfied
CX01-10719,68,26995,1,1,0,Dis Satisfied
CX01-1072,39,65806,0,0,0,Satisfied
CX01-10720,58,26962,1,1,0,Dis Satisfied
CX01-10721,26,50551,1,1,1,Satisfied
CX01-10722,39,51245,0,1,1,Satisfied
CX01-10723,37,39005,0,1,1,Satisfied
CX01-10724,46,5056,1,1,1,Dis Satisfied
CX01-10725,72,8959,1,0,1,Dis Satisfied
CX01-10726,32,69153,0,1,1,Satisfied
CX01-10727,41,13974,0,0,0,Dis Satisfied
CX01-10728,36,40175,0,1,1,Satisfied
CX01-10729,34,25999,0,1,1,Dis Satisfied
CX01-1073,56,32957,0,0,1,Dis Satisfied
CX01-10730,32,11976,1,1,0,Dis Satisfied
CX01-10731,63,21989,1,0,0,Dis Satisfied
CX01-10732,24,49285,1,1,1,Satisfied
CX01-10733,30,40955,1,0,1,Satisfied
CX01-10734,60,38951,0,1,0,Dis Satisfied
CX01-10735,26,80524,1,1,1,Satisfied
CX01-10736,33,27956,0,1,0,Dis Satisfied
CX01-10737,73,8074,1,1,1,Dis Satisfied
CX01-10738,59,19929,1,1,0,Dis Satisfied
CX01-10739,49,51246,1,0,1,Satisfied
CX01-1074,29,96452,0,1,1,Satisfied
CX01-10740,27,78414,1,1,1,Satisfied
CX01-10741,38,45508,1,0,0,Dis Satisfied
CX01-10742,65,23927,0,1,0,Dis Satisfied
CX01-10743,41,74786,0,0,1,Satisfied
CX01-10744,46,34111,1,1,1,Satisfied
CX01-10745,62,23011,1,1,0,Dis Satisfied
CX01-10746,50,13916,1,1,0,Dis Satisfied
CX01-10747,32,37008,0,1,1,Satisfied
CX01-10748,37,66985,0,0,1,Satisfied
CX01-10749,38,33020,1,0,1,Satisfied
CX01-1075,43,4963,1,1,0,Dis Satisfied
CX01-10750,39,62752,1,1,1,Satisfied
CX01-10751,73,33963,0,0,0,Dis Satisfied
CX01-10752,23,60950,0,0,1,Satisfied
CX01-10753,36,90188,0,1,1,Satisfied
CX01-10754,30,74916,1,0,1,Satisfied
CX01-10755,58,8954,0,1,0,Dis Satisfied
CX01-10756,48,34096,1,0,1,Dis Satisfied
CX01-10757,67,14010,1,0,1,Dis Satisfied
CX01-10758,66,9090,0,0,0,Dis Satisfied
CX01-10759,32,64489,0,0,0,Satisfied
CX01-1076,26,31922,1,0,1,Satisfied
CX01-10760,28,84714,1,0,1,Satisfied
CX01-10761,28,81040,1,0,1,Satisfied
CX01-10762,53,36092,1,0,0,Dis Satisfied
CX01-10763,32,48385,0,1,1,Satisfied
CX01-10764,33,101020,1,1,1,Satisfied
CX01-10765,39,19087,1,0,0,Dis Satisfied
CX01-10766,61,20032,1,0,0,Dis Satisfied
CX01-10767,31,42786,1,0,1,Satisfied
CX01-10768,42,90371,1,0,1,Satisfied
CX01-10769,24,88351,0,1,1,Satisfied
CX01-1077,36,80829,1,0,1,Satisfied
CX01-10770,45,34094,1,0,0,Dis Satisfied
CX01-10771,46,37118,0,1,1,Satisfied
CX01-10772,73,6921,0,0,1,Dis Satisfied
CX01-10773,61,24955,0,0,1,Dis Satisfied
CX01-10774,37,22081,1,0,1,Dis Satisfied
CX01-10775,38,50701,1,1,1,Satisfied
CX01-10776,32,51475,0,1,1,Satisfied
CX01-10777,31,35929,1,0,1,Satisfied
CX01-10778,29,61570,0,1,1,Satisfied
CX01-10779,34,25112,1,1,1,Dis Satisfied
CX01-1078,30,86650,1,0,1,Satisfied
CX01-10780,69,11056,1,0,1,Dis Satisfied
CX01-10781,49,74737,1,0,1,Satisfied
CX01-10782,58,19970,0,0,1,Dis Satisfied
CX01-10783,58,11079,1,1,1,Dis Satisfied
CX01-10784,58,49490,1,0,0,Dis Satisfied
CX01-10785,42,23979,1,1,0,Dis Satisfied
CX01-10786,56,17006,0,0,1,Dis Satisfied
CX01-10787,26,69221,1,0,0,Satisfied
CX01-10788,65,10957,1,0,1,Dis Satisfied
CX01-10789,67,20070,0,0,0,Dis Satisfied
CX01-1079,22,67163,1,0,1,Satisfied
CX01-10790,40,46241,1,1,0,Satisfied
CX01-10791,39,5060,1,0,1,Dis Satisfied
CX01-10792,36,31014,1,1,0,Dis Satisfied
CX01-10793,37,50902,0,1,1,Satisfied
CX01-10794,66,25014,0,1,1,Dis Satisfied
CX01-10795,55,11062,0,0,0,Dis Satisfied
CX01-10796,34,50284,0,0,1,Satisfied
CX01-10797,35,11993,1,1,0,Dis Satisfied
CX01-10798,25,99360,1,0,1,Satisfied
CX01-10799,35,32993,1,1,1,Dis Satisfied
CX01-108,45,10918,0,0,0,Dis Satisfied
CX01-1080,26,70958,0,1,0,Satisfied
CX01-10800,51,7019,0,0,0,Dis Satisfied
CX01-10801,54,15956,0,1,1,Dis Satisfied
CX01-10802,24,36085,1,1,1,Satisfied
CX01-10803,37,70956,1,0,1,Satisfied
CX01-10804,47,31059,0,1,0,Dis Satisfied
CX01-10805,41,68931,1,0,1,Satisfied
CX01-10806,65,28049,0,0,0,Dis Satisfied
CX01-10807,29,31116,0,1,1,Satisfied
CX01-10808,61,15088,1,1,0,Dis Satisfied
CX01-10809,30,53947,0,1,1,Satisfied
CX01-1081,70,11058,1,0,0,Dis Satisfied
CX01-10810,58,20964,0,1,1,Dis Satisfied
CX01-10811,44,37043,0,1,0,Dis Satisfied
CX01-10812,40,6908,0,1,1,Dis Satisfied
CX01-10813,57,22047,1,1,0,Dis Satisfied
CX01-10814,38,35081,1,1,0,Dis Satisfied
CX01-10815,72,39010,1,1,0,Dis Satisfied
CX01-10816,70,37989,1,0,1,Dis Satisfied
CX01-10817,36,27977,1,1,1,Dis Satisfied
CX01-10818,42,12063,1,0,0,Dis Satisfied
CX01-10819,36,39058,0,0,1,Satisfied
CX01-1082,58,39937,1,0,1,Dis Satisfied
CX01-10820,23,84863,0,0,1,Satisfied
CX01-10821,39,31030,1,1,1,Satisfied
CX01-10822,42,17973,1,0,0,Dis Satisfied
CX01-10823,37,16934,0,1,0,Dis Satisfied
CX01-10824,65,25048,1,0,0,Dis Satisfied
CX01-10825,28,79732,1,0,1,Satisfied
CX01-10826,73,22005,0,0,0,Dis Satisfied
CX01-10827,38,33026,1,0,1,Satisfied
CX01-10828,68,28961,1,0,0,Dis Satisfied
CX01-10829,45,17100,1,1,1,Dis Satisfied
CX01-1083,39,89052,1,1,1,Satisfied
CX01-10830,35,28046,1,0,1,Dis Satisfied
CX01-10831,42,26001,1,1,1,Dis Satisfied
CX01-10832,47,48015,1,1,1,Satisfied
CX01-10833,69,26959,1,1,0,Dis Satisfied
CX01-10834,37,28103,1,0,1,Dis Satisfied
CX01-10835,54,25943,1,0,0,Dis Satisfied
CX01-10836,57,30086,0,0,1,Dis Satisfied
CX01-10837,39,28042,0,1,0,Dis Satisfied
CX01-10838,40,40499,1,0,1,Satisfied
CX01-10839,63,5930,1,1,0,Dis Satisfied
CX01-1084,26,39954,0,0,1,Satisfied
CX01-10840,57,20957,0,1,0,Dis Satisfied
CX01-10841,30,69816,0,0,0,Satisfied
CX01-10842,48,6035,0,0,1,Dis Satisfied
CX01-10843,40,89451,1,0,1,Satisfied
CX01-10844,63,6098,0,1,0,Dis Satisfied
CX01-10845,58,26958,1,1,1,Dis Satisfied
CX01-10846,38,91709,1,0,1,Satisfied
CX01-10847,45,18969,0,0,1,Dis Satisfied
CX01-10848,42,35095,1,1,1,Satisfied
CX01-10849,55,23018,1,0,1,Dis Satisfied
CX01-1085,49,36963,0,1,0,Dis Satisfied
CX01-10850,20,87237,1,1,1,Satisfied
CX01-10851,47,22981,1,1,1,Dis Satisfied
CX01-10852,45,22967,0,1,0,Dis Satisfied
CX01-10853,38,33046,1,1,0,Satisfied
CX01-10854,22,34021,1,0,1,Satisfied
CX01-10855,36,8096,0,0,1,Dis Satisfied
CX01-10856,37,97459,0,0,1,Satisfied
CX01-10857,59,28097,1,0,1,Dis Satisfied
CX01-10858,57,14948,0,1,0,Dis Satisfied
CX01-10859,35,37953,1,0,0,Dis Satisfied
CX01-1086,47,73684,0,0,1,Satisfied
CX01-10860,38,12908,0,0,1,Dis Satisfied
CX01-10861,44,7928,0,0,0,Dis Satisfied
CX01-10862,39,26085,1,1,1,Dis Satisfied
CX01-10863,42,13100,1,0,1,Dis Satisfied
CX01-10864,54,34033,0,1,0,Dis Satisfied
CX01-10865,52,19030,0,1,1,Dis Satisfied
CX01-10866,47,23108,0,1,1,Dis Satisfied
CX01-10867,35,39077,0,0,1,Dis Satisfied
CX01-10868,32,60495,1,0,0,Satisfied
CX01-10869,65,5086,0,1,0,Dis Satisfied
CX01-1087,61,31988,0,0,0,Dis Satisfied
CX01-10870,69,16106,0,1,0,Dis Satisfied
CX01-10871,52,38034,0,1,0,Dis Satisfied
CX01-10872,40,37970,1,0,1,Dis Satisfied
CX01-10873,65,17009,1,1,0,Dis Satisfied
CX01-10874,24,65768,0,0,1,Satisfied
CX01-10875,46,36947,0,1,1,Satisfied
CX01-10876,68,34986,0,1,1,Dis Satisfied
CX01-10877,22,48643,0,1,1,Satisfied
CX01-10878,25,85446,0,0,1,Satisfied
CX01-10879,39,12945,1,0,1,Dis Satisfied
CX01-1088,35,25989,1,1,0,Dis Satisfied
CX01-10880,68,29957,0,0,0,Dis Satisfied
CX01-10881,31,46156,1,1,1,Satisfied
CX01-10882,68,24955,1,1,1,Dis Satisfied
CX01-10883,27,85191,0,1,1,Satisfied
CX01-10884,25,64749,0,0,1,Satisfied
CX01-10885,50,5998,0,1,1,Dis Satisfied
CX01-10886,33,89321,1,0,0,Satisfied
CX01-10887,37,7952,1,1,1,Dis Satisfied
CX01-10888,33,7076,1,1,1,Dis Satisfied
CX01-10889,69,26981,0,1,1,Dis Satisfied
CX01-1089,60,39111,1,1,1,Dis Satisfied
CX01-10890,60,19977,0,1,0,Dis Satisfied
CX01-10891,32,28943,0,0,1,Dis Satisfied
CX01-10892,66,23059,0,1,0,Dis Satisfied
CX01-10893,22,53636,1,0,0,Satisfied
